blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
17377971,1685525363,0x37e2bb5cd8bff5097ffe70520ef951fb6dd25c6d7068b1208997f94bd025dc9b,109,0xda1723ff15ec9f05aaae528ec22750e8e835cc249406772815ee6486fda266f3,0x75ff84530c0628485127c8501fad8a555307488c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,100000000000,USDC,USDC,6,88,90788,34001303758,89903,6411411,deprecated,5196244
17385526,1685617259,0x40e5c82adddb6c4d5a421f73d63a99941ebef0064f65d3ef8c3a19601737eb01,138,0xf45e17b6fc37a8b81b92957e20c33f853a4aeca1b04e863ecb482ff3aa3e30ba,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,22000000000,USDC,USDC,6,57,87494,34490093035,86653,6332198,deprecated,5188689
17399609,1685788655,0x3b293b08f6e337c6f6eadff4043a495f25f41bde53967db34f180a371c051e8f,89,0xe0ad66b071c7197cbb09e5030efb6cb229e4600f3ae5e7093579995fb1d5c2b6,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3154677b603c2b30810b46a56b46892aa09d60e2,3855000000,USDC,USDC,6,62,87494,22000000000,82847,5007927,deprecated,5174606
17399651,1685789159,0xc5e37cd8b3dba277635f7923866b016bf25ab009993b18bcfed334f5b8d208f2,140,0x53ba522b12b9e11b860a0161672b3572246c3a895aeeb380ceb06db6a412eeb4,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe135ff5b6eaa5f7db2a53ef85aa18de3b969b7ee,494100000,USDC,USDC,6,49,87494,22445607003,86653,3619606,deprecated,5174564
17409082,1685904179,0x5be9c03c06d03803d13855f0d060030e1f08cbabc5b1102bdacb7aaf82465451,141,0x710966237209ce4b34cd07b7c208cf1b8d28c492c44779a05ace2b9ffa854d25,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x57dc4f8d5fbc32e90553052009582865905769cf,250000000,USDC,USDC,6,46,104842,21242700448,103729,4194720,deprecated,5165133
17469852,1686644519,0xf0817f2e5335d6305b8c81ceacaf34972d02fd1f5d66f84b5ec3acc2a5b0884a,143,0x8ceecc130a9e40a5f223b53a4fd2f312970a250bf5211f0fa3ace3e565b0aaff,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0648b45bac6ddda74159789bfab3c30db9d8a3c5,4000000000,USDC,USDC,6,48,87482,16197284305,86641,3992724,deprecated,5104363
17484262,1686819671,0xcac823470e25611c1f699d112f15bda7d934df3256654dd6aeeb9289b30039d6,144,0x9814d49e50ae4b90c638d63b6930df823d13845b3c788b8bc6ba149e85396331,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,22830930000,USDC,USDC,6,59,87494,21128467174,86653,7538035,deprecated,5089953
17485212,1686831263,0x9e3f33734cc5205672aee777444b4eb3a7e2596dd429b320a54abff33199ac98,92,0xc72ae3af8d00a01f90e8eb7bf4edb89561729eff207349ec287ba92656823c63,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,865000000,USDC,USDC,6,16,87470,17167335431,82835,4051086,deprecated,5089003
17491652,1686909443,0x709b6d4d35b02f9f89a9fde9e0955e7b2964314d5afcd4c446d22e31ca9dc761,145,0xd38d3cf1a458d3655a81b74a94b2ea1f65dd425a8f9ff7bfdafecfaeb026eaff,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,27462000000,USDC,USDC,6,74,104878,19748628769,103765,6077811,deprecated,5082563
17491840,1686911699,0x98a762636889bb25b2d7c3cf4ad4079f5298221085b7a576aa5e8d302baa7e02,93,0xcb10e9055136a4264f0fcf3bf7e340b1fd0f9d55785d791fe9b84663a19cad59,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3154677b603c2b30810b46a56b46892aa09d60e2,10000000000,USDC,USDC,6,11,197806,14417254036,196513,1151496,deprecated,5082375
17491840,1686911699,0x98a762636889bb25b2d7c3cf4ad4079f5298221085b7a576aa5e8d302baa7e02,93,0xcb10e9055136a4264f0fcf3bf7e340b1fd0f9d55785d791fe9b84663a19cad59,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0c482919bbf8551c7be9b34e7e957f7183b5ba1e,3000000000,USDC,USDC,6,11,197806,14417254036,196513,1151496,deprecated,5082375
17491840,1686911699,0x98a762636889bb25b2d7c3cf4ad4079f5298221085b7a576aa5e8d302baa7e02,93,0xcb10e9055136a4264f0fcf3bf7e340b1fd0f9d55785d791fe9b84663a19cad59,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000000000,USDC,USDC,6,11,197806,14417254036,196513,1151496,deprecated,5082375
17491840,1686911699,0x98a762636889bb25b2d7c3cf4ad4079f5298221085b7a576aa5e8d302baa7e02,93,0xcb10e9055136a4264f0fcf3bf7e340b1fd0f9d55785d791fe9b84663a19cad59,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,323310000,USDC,USDC,6,11,197806,14417254036,196513,1151496,deprecated,5082375
17491890,1686912299,0x4b27d61761cfdcd63a5912e7e2a095bd724ac7a0cabe86bcb3a018d7bb1032ad,146,0x3e15b391291c0322627bbf4ec73065547dfc735d97dae0954ea2d6b3a9aa1722,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,708000000,USDC,USDC,6,98,87482,15370481832,86641,6527741,deprecated,5082325
17533643,1687418447,0x4fa9caaac5e24227f0301a6e843213a90af65492f469a5cde9469fd8c0c88d4e,148,0x499c034f00c7657e5420e4cb3d365a4307b4ff1ca66073f0a777c892c27b96a8,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3d0d0fdc3f8f4cbd1628cab514ec66654f49917e,2625860000,USDC,USDC,6,75,104854,16292340818,103741,4976305,deprecated,5040572
17550407,1687622159,0x3be24d3df4c700f1ad627684fef428a691d05e57a2eae61c3daa3aefac0ae501,149,0xd986c48a836a9b3008a3de0debbec903e8444fc004cd3defcbfc83440ca3cf60,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xfd4843583fd52f7314f89a884be9b0cd304d486f,600000000,USDC,USDC,6,44,104842,39298906474,103729,6403275,deprecated,5023808
17570884,1687871315,0xa1631a915cb277e238ce21f0150706674ad6a750d81ac5e959da5f55829a37d1,113,0xcd6f9fae5871c7198378143c662921850495544bed5760ed168e8ffd5a5b5112,0x75ff84530c0628485127c8501fad8a555307488c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,100000000000,USDC,USDC,6,63,90764,17347293184,89879,4903320,deprecated,5003331
17576109,1687934603,0x789b06d5c70face26d4ef972738605e01e42ab989c4b387e986c04a8ca80e881,150,0x97df58d048dd7be056cfc2659bb5a0b1f62ba5c7588d799ff5853099fc6b7925,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,25614000000,USDC,USDC,6,69,104878,14169451893,103765,7576591,deprecated,4998106
17639384,1688702051,0x23524398dd197e5b629aea9225fbea389caa1f49af4e5b8808d77bb61ffec9c2,98,0x4f04f239ed9dc60395f7993d977bc4e84b1ebe0a9972dd79d5505910a8397a97,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9f2301960df3d3c97d891362d716f42e93d35d1e,950000000,USDC,USDC,6,70,87494,21187839951,82847,9903316,deprecated,4934831
17654211,1688882135,0xefaef6e498236e47fdd0a0866db621059e1774a23fb37d943e803a1c6ed397d4,99,0x5f8dbbc510e7c94dbaa0b16bdd25767a4a7edce02825f597694fa3f4c7df58d0,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc87b0ce1a25d9cdca23190db091245774792edcd,5000000000,USDC,USDC,6,55,104866,14987539500,99947,4680958,deprecated,4920004
17676170,1689148979,0x49aa1faf9533926d0b0c61335f16f10e39d2f5d6bdedc981353aff17cea67094,100,0x5eca02b326cfd751f572fe1d65b10f63dd0fa9cf6004685c622942b1d160b032,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,26711050000,USDC,USDC,6,111,104878,14000000000,99959,9593583,deprecated,4898045
17691323,1689333107,0x505dae6b4ec30e2088f9b56de78a12b9d1701e0a98cc30cd9f55dc1f2072cb10,153,0xb7e0e6dbbbda1429e7f79c9a1c775fd14d59ae1a76fe0602d5b49e8620d21c8f,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,23558120000,USDC,USDC,6,53,104878,16887175779,103765,6325320,deprecated,4882892
17691325,1689333143,0x50d7f14f7c96109b5e489e07001918ce0e2ac2a5129384f3275a0e7c77edc859,103,0xa60d000bd5f726c03b3f6fdd6e9370a47aea5587a70780aa7833846f350e74c0,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000000000,USDC,USDC,6,115,104854,18263991268,99935,9845664,deprecated,4882890
17691329,1689333191,0x53dfb1c5c2588f2bb74de7cd450b7a4a9856307144797e8eb109abeba1c0fb23,104,0xb50b70ca2f3ea40e280309bcc9ef5bba3ce96d89b2c22402d130652da8eb2fae,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3154677b603c2b30810b46a56b46892aa09d60e2,10000000000,USDC,USDC,6,72,104866,18496776169,99947,4528587,deprecated,4882886
17691665,1689337271,0x4e0caf633f6e4e1538a361caa344189b13205c4a73e04eb8ef8dd53dbe7a6ce2,154,0x17ccab1121ef2aba0310e72532fe46dcba20e29ee33d026cb88bc896cced04f9,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,899000000,USDC,USDC,6,76,87494,22404825594,86653,5051090,deprecated,4882550
17691673,1689337367,0x10968d63c170abf153aced31c2c1fa0ad548c60e5df9bd2682d9c939de4fb7dd,155,0x2b4598339eb9a947bbcab39d458707c05d5ab93eef7687a5c74e1459cb5219f8,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,93840000,USDC,USDC,6,72,87494,22206649500,86653,6982765,deprecated,4882542
17740007,1689924251,0x62ef1145cedbd940a0d18c70e4f967c6eff7ec7efc1f64d6d68f9cc0d86f8d0a,156,0x36921064320d1cfe0fd9927c56b3fa2c39ccf86800922461b83f19959c08629d,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xfd4843583fd52f7314f89a884be9b0cd304d486f,600000000,USDC,USDC,6,90,104854,18879514838,103741,7741623,deprecated,4834208
17761921,1690189067,0xceef356d5a0afcc35b2053dfe115a8a36737571f2ad84673bda220a1cd6ba499,157,0xb367eaf53a08e17f17d1438956d9ccae6c79f06b644b6b0f9a330b6510cbb6e5,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3d0d0fdc3f8f4cbd1628cab514ec66654f49917e,2651730000,USDC,USDC,6,65,104866,31286805343,103753,6271430,deprecated,4812294
17761946,1690189391,0xe78c46a919964601ac2094e381f25a9debbde610fcb9668c67829d960c44d648,116,0x5747038d3ec1aca7e96aed4a7fd544295b757bb5ad786fc11cce7eb10a264e02,0x75ff84530c0628485127c8501fad8a555307488c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,100000000000,USDC,USDC,6,88,90788,32552427897,89903,9850801,deprecated,4812269
17762102,1690191287,0x4044e6f3173292ff44adbcdc899d12bbe57ee0071d14af512b3764b8601401a9,105,0x7ccf0c2695a7d30c03583f05c44d93ea505b48c76601d8a96b404b2cecbb16ca,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9f2301960df3d3c97d891362d716f42e93d35d1e,1880000000,USDC,USDC,6,64,87482,72491455020,82835,5320515,deprecated,4812113
17790231,1690531319,0x88b0ad09e68230914457ca76abc5f48d09800816d1b1c8623c161b3da3e7eb8f,158,0x11c3fd81678593b7bd055b9d9fbe3812ade956d6fd5098799a393eb3996df096,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,32518040000,USDC,USDC,6,97,104866,26888891319,103753,9838233,deprecated,4783984
17818393,1690871711,0xd0eff0c7366e554cf254bb3c57ea2f095bf68ff9b3e4285b979d8b55d141b549,161,0x74fe86ef918a6bd331b898391b4d5e847edd3ada50e72a9cbe4e94ba4b254bb8,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,1262000000,USDC,USDC,6,100,104866,19054139738,103753,8992087,deprecated,4755822
17863457,1691416139,0x8aabd6cce6a7439325a345adf744ad4b099d65ac5ba4cf51ba4802cd923ad93f,162,0xd76e17dcc27f4264028e69aa6cfff5085c56d3521ccdfd854dec01878faec56e,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,1352000000,USDC,USDC,6,115,104854,43576921024,103741,14006042,deprecated,4710758
17890099,1691738255,0x946541f5af4a32d0ae9fa979cf0f694537d0920007c38fca3c1985cd8aafeee4,163,0x215f1bd2050bb3bebaffdc9b8f9b61160d5ad70332a196e44b298bcfb204fb45,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,36071230000,USDC,USDC,6,47,104878,16179899832,103765,4249520,deprecated,4684116
17890258,1691740163,0xe59de29d29c11e65b527ebca61cba1fe21129bb802c3660ee837a4fb66f2a5bf,164,0xf9413c17999ac30c56dd68492a24f7d175ff7029e163aeeb6b8804434173cba6,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,1371000000,USDC,USDC,6,44,104866,18095966249,103753,5232621,deprecated,4683957
17933048,1692257315,0x4fa547811a661381f4060d275f8cff1ade77b51ed3a7a4f8e3da79b2d9f88919,166,0x192b91d90b87e5e7cded404b9de9371bfc5b5f955ef5c6dc148f1781f3b4c69b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3d0d0fdc3f8f4cbd1628cab514ec66654f49917e,22925000000,USDC,USDC,6,50,140554,18904411947,138713,4033444,deprecated,4641167
17933048,1692257315,0x4fa547811a661381f4060d275f8cff1ade77b51ed3a7a4f8e3da79b2d9f88919,166,0x192b91d90b87e5e7cded404b9de9371bfc5b5f955ef5c6dc148f1781f3b4c69b,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000000000,USDC,USDC,6,50,140554,18904411947,138713,4033444,deprecated,4641167
17933444,1692262079,0xdb6b6165462f60e2ca72b1b9857b8239ce0862d4ba684badc20cc8052d675341,167,0xe267832f40ef683be5467beb337d57c988881fba5e076c0b751eb61e44087d40,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3b47469b17206008a3e23c2a49539ea32f3435ab,341470000,USDC,USDC,6,38,104866,18012004509,103753,4507693,deprecated,4640771
17933529,1692263111,0xbb12be34b49b48a6b7b88b3236e8f1d66545e0c6597681da5eec049cbf7605f7,117,0x210e1d3e01936e6aba6f0d3de8c446cba424a89bb6098e149e6ffe36fc0875ce,0x75ff84530c0628485127c8501fad8a555307488c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,100000000000,USDC,USDC,6,54,90788,19050079794,89903,4473464,deprecated,4640686
17954895,1692521651,0x4550fd6269b0e2dd35beb3fab40332ddbd793d6f1bbe886a0b44ac2b23ab96f2,168,0x874367d6b6a17d84232bfd5b90cd0eed0169936a76a43d00225158d9c2787b1d,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe135ff5b6eaa5f7db2a53ef85aa18de3b969b7ee,2000000000,USDC,USDC,6,29,104842,14186687519,103729,1642201,deprecated,4619320
17969117,1692693575,0xd7742023478469858ca083b85cd5c0585af42567d74e2ce3339447bb849d2a1f,169,0xf7a1e8ecdf828e312ef9e92727cf3622a17feaeaa83058238dc39bc7b8aa1f91,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3d0d0fdc3f8f4cbd1628cab514ec66654f49917e,2626550000,USDC,USDC,6,50,104854,19841952813,103741,4117899,deprecated,4605098
17975922,1692775751,0x2305fb70228010765ff76dafcc6f7f0cacf9449300958619200dd735dfc6e130,170,0xacb0ab20a76a1ad2862ed5a2390635b73b046bda9c073e2cbc1ce0613fe39ca0,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,33872900000,USDC,USDC,6,88,104866,14467823685,103753,9932579,deprecated,4598293
17975975,1692776399,0x0b1ce60fb8012a0d997dfb7673fe17938283d20f4039ebc9af3a739e04c0c7f6,171,0x2b316d584b435893bcfbf30247a8ce0d2cf99fcd615f1a1dbe641e7e58e3b414,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x302f1ec46029a00457b1929c1aa5610471e9c682,2634540000,USDC,USDC,6,31,104866,17163521236,103753,1918974,deprecated,4598240
18018783,1693293995,0xc4a8d5cdb3ecdb440b57e84e95825e795a7fd40b7bb970e06312d176c57f75eb,173,0x829a262a5645404b9d41ab41a4624f368d9b89b4bd3796f53f96c0afc6527750,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,1309000000,USDC,USDC,6,46,104842,16176001636,103729,5410208,deprecated,4555432
18024852,1693367447,0x2ed0d03a4c4bc15884d8d1a17c39a4f678bf3052ca3b77706e5d605a684a8e89,111,0xf0199b889f5f4cd490f4375434fedc6586f5fec987626aa9e5450c793b5f9399,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x135f3db9b0b4631a371157949f9e4ff590c0ca4f,2500000000,USDC,USDC,6,77,100996,16346900580,99935,11496966,deprecated,4549363
18033361,1693470503,0xc658c0fdea11d83e04893b924981f954f9fa83762a8677c0b5c10bc79cfd00b1,174,0x2a4648291159dab4dd75eaf7c5753b29a6a6a62fc1d3d87e03f677348bea8bc6,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9f2301960df3d3c97d891362d716f42e93d35d1e,1170000000,USDC,USDC,6,102,87482,17586351463,86641,9857994,deprecated,4540854
18062156,1693818923,0x22abe940503ea4de4ac6010c95dcb309a1fd812644260b34355433d8c3fe7657,175,0x0546780b8eee50c9dd39c80c1a2f6b7af2ec5e7735a2e9fdcba1287d2f279ebb,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3d0d0fdc3f8f4cbd1628cab514ec66654f49917e,616250000,USDC,USDC,6,157,104866,13367038136,103753,21367010,deprecated,4512059
18062158,1693818947,0x5325f834849b288d3fd1e53228d352a59dc1e906eca221a5b8a785ba7cf9b798,176,0xd36ad968f98bf7528104f18999a932be5b3a602a4dba7283c7b34820f6a12ac1,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,198010000,USDC,USDC,6,77,87494,14843654176,86653,5154159,deprecated,4512057
18070120,1693915007,0x62d82aad29043d7da5187d99c20fc1d169476acd686a2b4e2f89ca5cba551c11,177,0x6f8630ef359910488054da1ec4e50d7c031c8c4c30a9ceb02335aabfbaa92bfa,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x7597bb5729f75826af781ee1b9c29764ff9f2778,3000000000,USDC,USDC,6,42,104854,10737578733,103741,4328123,deprecated,4504095
18070126,1693915079,0xe085a8d4f2843b5c2147625e44383b394dfff7b1a0176e823f8bbd51d4b64ca2,113,0x5e2725cdf9be24c1345d880e1dd954c71124ffa049bd3c8a55b02d9fc8f9ced3,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe135ff5b6eaa5f7db2a53ef85aa18de3b969b7ee,2111580000,USDC,USDC,6,45,104866,12600986195,99947,5992050,deprecated,4504089
18091841,1694177831,0x799e6696c61055038050936ebd349cfb3f1307b1e8fd53b7b873f73c946f70b0,179,0x8663184a5506de312a3929c0005124bc9ef1aafdc89c555287bdeb26b921c2cc,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,35613960000,USDC,USDC,6,58,104878,12579368710,103765,3261374,deprecated,4482374
18092662,1694187791,0x27c67964224e2a1d9786df3866f33fd47490b985f27309fb026fddaa6c2cceb7,181,0x7d6afc30f2ed8c013ac6ad2c85599312c4b00762f177cf3384f4de52399818ba,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,2843000000,USDC,USDC,6,79,104854,17211459256,103741,7042397,deprecated,4481553
18118900,1694505359,0xeb436986b78b802c39ecfb9d4cdc6c44e35019f72cdbfbf54877fa270770e7e0,135,0x1b445929c0d884017bc3ed3fac852f1ea91b88dd3da8502abf3ade721d2f4ad9,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x7597bb5729f75826af781ee1b9c29764ff9f2778,5000000000,USDC,USDC,6,70,104866,9000000000,99947,7902453,deprecated,4455315
18118904,1694505407,0xb0595696cdfaf5a858f168f2972928161ee29b99586b29b8db72f04853b530cb,136,0x9fbe54d160d6e67295e5e2281d623bcd3ff4129a6fbcd7fc00463f972cfee6f9,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x3c376bedfa5cc1df4082960266f2ea788677d54c,5000000000,USDC,USDC,6,38,104866,10000000000,99947,2181196,deprecated,4455311
18118934,1694505767,0xf3b4dab66f09429ff33d28dde127cf4a9e254869a90334c6ea520aaea7328e71,118,0x6875b620810c5198f58036c8163c390af653744132fa04a2648f1aa1fedbdc02,0x75ff84530c0628485127c8501fad8a555307488c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,100000000000,USDC,USDC,6,65,90788,10000000000,89903,4430764,deprecated,4455281
18119111,1694507891,0xf9ea24f48abfc1e79b516ae9c5519222135ecb84e27e01cbf8b81760552460f4,182,0x63ecce04e624e3e7cbfe0f3e991961222aefc208737aeecb7cbafad272eb3f81,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xda9cacdfac4534c40b6871c43310514abdda606b,5000000000,USDC,USDC,6,119,104866,10922966306,103753,8747547,deprecated,4455104
18119152,1694508407,0x790b726dea3467e48f012eee0e2f27adccb008d95747d13d9652c88aeda64ca5,137,0xfa26b926d678fb7731645acd8a8412c1e2f959d0526360f0fb4ee9ac2b7bf752,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xbc4ba1889f79b82ad673776f27cea1c478e761fd,5000000000,USDC,USDC,6,45,104866,11512531940,99947,5052854,deprecated,4455063
18126130,1694592899,0xecd36868a19287674a806b0dff6480bfb98747a13c7adb70ebf0d0e92576b5fd,139,0xa778f876b791e84a2593a758a73b16ba03cec9ae00382ea334203f8b449ea889,0xe11a3c6d20b464c77ca7dbe8cf9e83c91dd337be,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,10000000000,USDC,USDC,6,63,104818,28000000000,99899,7463132,deprecated,4448085
